instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,cnt,peak
9174,1/23/2012,1,1,1,3,0,1,1,2,0.18,0.2424,0.86,1,0
9175,1/23/2012,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,1,0
9176,1/23/2012,1,1,1,5,0,1,1,2,0.2,0.2576,0.86,19,0
9177,1/23/2012,1,1,1,6,0,1,1,2,0.2,0.2576,0.86,42,0
9178,1/23/2012,1,1,1,7,0,1,1,3,0.2,0.2576,0.86,122,0
9179,1/23/2012,1,1,1,8,0,1,1,3,0.2,0.2121,0.86,272,1
9180,1/23/2012,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,211,0
9181,1/23/2012,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,149,0
9182,1/23/2012,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,62,0
9183,1/23/2012,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,62,1
9184,1/23/2012,1,1,1,13,0,1,1,3,0.22,0.2576,0.93,37,1
9185,1/23/2012,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,61,0
9186,1/23/2012,1,1,1,15,0,1,1,2,0.22,0.2121,1.0,74,0
9187,1/23/2012,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,122,0
9188,1/23/2012,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,276,1
9189,1/23/2012,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,282,1
9190,1/23/2012,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,220,0
9191,1/23/2012,1,1,1,20,0,1,1,2,0.26,0.2576,1.0,169,0
9192,1/23/2012,1,1,1,21,0,1,1,2,0.26,0.2424,1.0,120,0
9193,1/23/2012,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,68,0
9194,1/23/2012,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,37,0
9195,1/24/2012,1,1,1,0,0,2,1,2,0.3,0.2879,1.0,25,0
9196,1/24/2012,1,1,1,1,0,2,1,2,0.32,0.303,0.93,9,0
9197,1/24/2012,1,1,1,2,0,2,1,2,0.32,0.303,0.93,8,0
9198,1/24/2012,1,1,1,3,0,2,1,2,0.32,0.3333,0.93,3,0
9199,1/24/2012,1,1,1,4,0,2,1,2,0.3,0.3182,1.0,2,0
9200,1/24/2012,1,1,1,5,0,2,1,2,0.3,0.3182,1.0,26,0
9201,1/24/2012,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,89,0
9202,1/24/2012,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,232,0
9203,1/24/2012,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,490,1
9204,1/24/2012,1,1,1,9,0,2,1,2,0.32,0.3333,0.87,255,0
9205,1/24/2012,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,116,0
9206,1/24/2012,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,153,0
9207,1/24/2012,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,175,1
9208,1/24/2012,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,203,1
9209,1/24/2012,1,1,1,14,0,2,1,1,0.36,0.3485,0.81,173,0
9210,1/24/2012,1,1,1,15,0,2,1,2,0.4,0.4091,0.71,208,0
9211,1/24/2012,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,278,0
9212,1/24/2012,1,1,1,17,0,2,1,1,0.42,0.4242,0.67,515,1
9213,1/24/2012,1,1,1,18,0,2,1,1,0.4,0.4091,0.62,423,1
9214,1/24/2012,1,1,1,19,0,2,1,1,0.44,0.4394,0.51,331,0
9215,1/24/2012,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,229,0
9216,1/24/2012,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,172,0
9217,1/24/2012,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,125,0
9218,1/24/2012,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,99,0
9219,1/25/2012,1,1,1,0,0,3,1,1,0.26,0.303,0.93,31,0
9220,1/25/2012,1,1,1,1,0,3,1,1,0.3,0.2879,0.7,13,0
9221,1/25/2012,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,6,0
9222,1/25/2012,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,1,0
9223,1/25/2012,1,1,1,4,0,3,1,1,0.26,0.2424,0.7,4,0
9224,1/25/2012,1,1,1,5,0,3,1,1,0.26,0.2424,0.7,33,0
9225,1/25/2012,1,1,1,6,0,3,1,1,0.24,0.2273,0.73,88,0
9226,1/25/2012,1,1,1,7,0,3,1,1,0.24,0.2273,0.75,257,0
9227,1/25/2012,1,1,1,8,0,3,1,1,0.24,0.2273,0.7,513,1
9228,1/25/2012,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,236,0
9229,1/25/2012,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,141,0
9230,1/25/2012,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,157,0
9231,1/25/2012,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,193,1
9232,1/25/2012,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,212,1
9233,1/25/2012,1,1,1,14,0,3,1,1,0.34,0.3485,0.49,160,0
9234,1/25/2012,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,155,0
9235,1/25/2012,1,1,1,16,0,3,1,1,0.34,0.3333,0.53,246,0
9236,1/25/2012,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,470,1
9237,1/25/2012,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,439,1
9238,1/25/2012,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,316,0
9239,1/25/2012,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,235,0
9240,1/25/2012,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,185,0
9241,1/25/2012,1,1,1,22,0,3,1,1,0.3,0.3182,0.65,113,0
9242,1/25/2012,1,1,1,23,0,3,1,2,0.28,0.3182,0.65,66,0
9243,1/26/2012,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,25,0
9244,1/26/2012,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,21,0
9245,1/26/2012,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,7,0
9246,1/26/2012,1,1,1,3,0,4,1,2,0.28,0.303,0.75,6,0
9247,1/26/2012,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,3,0
9248,1/26/2012,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,28,0
9249,1/26/2012,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,88,0
9250,1/26/2012,1,1,1,7,0,4,1,2,0.28,0.303,0.81,239,0
9251,1/26/2012,1,1,1,8,0,4,1,2,0.28,0.303,0.81,530,1
9252,1/26/2012,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,274,0
9253,1/26/2012,1,1,1,10,0,4,1,2,0.3,0.303,0.81,108,0
9254,1/26/2012,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,111,0
9255,1/26/2012,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,165,1
9256,1/26/2012,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,173,1
9257,1/26/2012,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,128,0
9258,1/26/2012,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,164,0
9259,1/26/2012,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,224,0
9260,1/26/2012,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,413,1
9261,1/26/2012,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,406,1
9262,1/26/2012,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,313,0
9263,1/26/2012,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,224,0
9264,1/26/2012,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,192,0
9265,1/26/2012,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,142,0
9266,1/26/2012,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,91,0
9267,1/27/2012,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,38,0
9268,1/27/2012,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,29,0
9269,1/27/2012,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,13,0
9270,1/27/2012,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,8,0
9271,1/27/2012,1,1,1,4,0,5,1,2,0.4,0.4091,1.0,4,0
9272,1/27/2012,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,24,0
9273,1/27/2012,1,1,1,6,0,5,1,2,0.42,0.4242,1.0,72,0
9274,1/27/2012,1,1,1,7,0,5,1,2,0.42,0.4242,1.0,134,0
9275,1/27/2012,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,220,1
9276,1/27/2012,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,107,0
9277,1/27/2012,1,1,1,10,0,5,1,3,0.48,0.4697,1.0,126,0
9278,1/27/2012,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,105,0
9279,1/27/2012,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,180,1
9280,1/27/2012,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,201,1
9281,1/27/2012,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,176,0
9282,1/27/2012,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,197,0
9283,1/27/2012,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,267,0
9284,1/27/2012,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,422,1
9285,1/27/2012,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,383,1
9286,1/27/2012,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,251,0
9287,1/27/2012,1,1,1,20,0,5,1,1,0.34,0.303,0.53,159,0
9288,1/27/2012,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,135,0
9289,1/27/2012,1,1,1,22,0,5,1,1,0.34,0.303,0.49,119,0
9290,1/27/2012,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,86,0
9291,1/28/2012,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,69,0
9292,1/28/2012,1,1,1,1,0,6,0,1,0.3,0.303,0.52,58,0
9293,1/28/2012,1,1,1,2,0,6,0,1,0.26,0.303,0.6,41,0
9294,1/28/2012,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,17,0
9295,1/28/2012,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,8,0
9296,1/28/2012,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,10,0
9297,1/28/2012,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,15,0
9298,1/28/2012,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,31,0
9299,1/28/2012,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,91,0
9300,1/28/2012,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,158,0
9301,1/28/2012,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,191,1
9302,1/28/2012,1,1,1,11,0,6,0,1,0.3,0.303,0.56,296,1
9303,1/28/2012,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,314,1
9304,1/28/2012,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,373,1
9305,1/28/2012,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,362,1
9306,1/28/2012,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,410,1
9307,1/28/2012,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,407,1
9308,1/28/2012,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,290,1
9309,1/28/2012,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,241,1
9310,1/28/2012,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,206,1
9311,1/28/2012,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,120,0
9312,1/28/2012,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,127,0
9313,1/28/2012,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,103,0
9314,1/28/2012,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,85,0
9315,1/29/2012,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,96,0
9316,1/29/2012,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,73,0
9317,1/29/2012,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,51,0
9318,1/29/2012,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,21,0
9319,1/29/2012,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,5,0
9320,1/29/2012,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,7,0
9321,1/29/2012,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,5,0
9322,1/29/2012,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,12,0
9323,1/29/2012,1,1,1,8,0,0,0,1,0.18,0.197,0.4,70,0
9324,1/29/2012,1,1,1,9,0,0,0,1,0.18,0.197,0.43,111,0
9325,1/29/2012,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,191,1
9326,1/29/2012,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,255,1
9327,1/29/2012,1,1,1,12,0,0,0,1,0.32,0.303,0.26,288,1
9328,1/29/2012,1,1,1,13,0,0,0,1,0.32,0.303,0.26,316,1
9329,1/29/2012,1,1,1,14,0,0,0,1,0.32,0.303,0.26,280,1
9330,1/29/2012,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,310,1
9331,1/29/2012,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,322,1
9332,1/29/2012,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,234,1
9333,1/29/2012,1,1,1,18,0,0,0,1,0.34,0.303,0.23,168,1
9334,1/29/2012,1,1,1,19,0,0,0,1,0.32,0.303,0.29,159,1
9335,1/29/2012,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,111,0
9336,1/29/2012,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,69,0
9337,1/29/2012,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,64,0
9338,1/29/2012,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,25,0
9339,1/30/2012,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,10,0
9340,1/30/2012,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,9,0
9341,1/30/2012,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,7,0
9342,1/30/2012,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,4,0
9343,1/30/2012,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,5,0
9344,1/30/2012,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,26,0
9345,1/30/2012,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,80,0
9346,1/30/2012,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,225,0
9347,1/30/2012,1,1,1,8,0,1,1,1,0.2,0.197,0.47,493,1
9348,1/30/2012,1,1,1,9,0,1,1,1,0.2,0.197,0.47,198,0
9349,1/30/2012,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,85,0
9350,1/30/2012,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,99,0
9351,1/30/2012,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,134,1
9352,1/30/2012,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,132,1
9353,1/30/2012,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,115,0
9354,1/30/2012,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,138,0
9355,1/30/2012,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,221,0
9356,1/30/2012,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,438,1
9357,1/30/2012,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,410,1
9358,1/30/2012,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,306,0
9359,1/30/2012,1,1,1,20,0,1,1,1,0.3,0.303,0.39,181,0
9360,1/30/2012,1,1,1,21,0,1,1,1,0.3,0.303,0.42,162,0
9361,1/30/2012,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,94,0
9362,1/30/2012,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,52,0
9363,1/31/2012,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,15,0
9364,1/31/2012,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,8,0
9365,1/31/2012,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,2,0
9366,1/31/2012,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,2,0
9367,1/31/2012,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,1,0
9368,1/31/2012,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,22,0
9369,1/31/2012,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,104,0
9370,1/31/2012,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,279,0
9371,1/31/2012,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,512,1
9372,1/31/2012,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,261,0
9373,1/31/2012,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,144,0
9374,1/31/2012,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,139,0
9375,1/31/2012,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,194,1
9376,1/31/2012,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,198,1
9377,1/31/2012,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,160,0
9378,1/31/2012,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,177,0
9379,1/31/2012,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,307,0
9380,1/31/2012,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,559,1
9381,1/31/2012,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,502,1
9382,1/31/2012,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,328,0
9383,1/31/2012,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,238,0
9384,1/31/2012,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,165,0
9385,1/31/2012,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,129,0
9386,1/31/2012,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,63,0
9387,2/1/2012,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,31,0
9388,2/1/2012,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,4,0
9389,2/1/2012,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,7,0
9390,2/1/2012,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,3,0
9391,2/1/2012,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,1,0
9392,2/1/2012,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,18,0
9393,2/1/2012,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,67,0
9394,2/1/2012,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,208,0
9395,2/1/2012,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,520,1
9396,2/1/2012,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,276,0
9397,2/1/2012,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,133,0
9398,2/1/2012,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,143,0
9399,2/1/2012,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,179,1
9400,2/1/2012,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,186,1
9401,2/1/2012,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,192,0
9402,2/1/2012,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,194,0
9403,2/1/2012,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,283,0
9404,2/1/2012,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,539,1
9405,2/1/2012,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,526,1
9406,2/1/2012,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,335,0
9407,2/1/2012,1,1,2,20,0,3,1,1,0.52,0.5,0.52,264,0
9408,2/1/2012,1,1,2,21,0,3,1,1,0.52,0.5,0.52,233,0
9409,2/1/2012,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,140,0
9410,2/1/2012,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,97,0
9411,2/2/2012,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,31,0
9412,2/2/2012,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,17,0
9413,2/2/2012,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,9,0
9414,2/2/2012,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,2,0
9415,2/2/2012,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,1,0
9416,2/2/2012,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,19,0
9417,2/2/2012,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,74,0
9418,2/2/2012,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,205,0
9419,2/2/2012,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,445,1
9420,2/2/2012,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,228,0
9421,2/2/2012,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,78,0
9422,2/2/2012,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,105,0
9423,2/2/2012,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,148,1
9424,2/2/2012,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,137,1
9425,2/2/2012,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,141,0
9426,2/2/2012,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,174,0
9427,2/2/2012,1,1,2,16,0,4,1,1,0.46,0.4545,0.55,229,0
9428,2/2/2012,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,450,1
9429,2/2/2012,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,410,1
9430,2/2/2012,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,327,0
9431,2/2/2012,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,213,0
9432,2/2/2012,1,1,2,21,0,4,1,1,0.34,0.303,0.46,148,0
9433,2/2/2012,1,1,2,22,0,4,1,1,0.32,0.2879,0.49,109,0
9434,2/2/2012,1,1,2,23,0,4,1,1,0.32,0.303,0.49,61,0
9435,2/3/2012,1,1,2,0,0,5,1,1,0.32,0.2879,0.53,38,0
9436,2/3/2012,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,22,0
9437,2/3/2012,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,6,0
9438,2/3/2012,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,4,0
9439,2/3/2012,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,2,0
9440,2/3/2012,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,17,0
9441,2/3/2012,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,88,0
9442,2/3/2012,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,226,0
9443,2/3/2012,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,441,1
9444,2/3/2012,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,270,0
9445,2/3/2012,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,129,0
9446,2/3/2012,1,1,2,11,0,5,1,1,0.32,0.303,0.53,164,0
9447,2/3/2012,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,216,1
9448,2/3/2012,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,198,1
9449,2/3/2012,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,170,0
9450,2/3/2012,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,216,0
9451,2/3/2012,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,311,0
9452,2/3/2012,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,488,1
9453,2/3/2012,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,385,1
9454,2/3/2012,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,267,0
9455,2/3/2012,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,163,0
9456,2/3/2012,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,134,0
9457,2/3/2012,1,1,2,22,0,5,1,1,0.34,0.3485,0.49,119,0
9458,2/3/2012,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,77,0
9459,2/4/2012,1,1,2,0,0,6,0,1,0.26,0.2727,0.7,86,0
9460,2/4/2012,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,43,0
9461,2/4/2012,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,44,0
9462,2/4/2012,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,18,0
9463,2/4/2012,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,6,0
9464,2/4/2012,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,4,0
9465,2/4/2012,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,5,0
9466,2/4/2012,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,28,0
9467,2/4/2012,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,90,0
9468,2/4/2012,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,157,0
9469,2/4/2012,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,224,1
9470,2/4/2012,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,270,1
9471,2/4/2012,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,300,1
9472,2/4/2012,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,302,1
9473,2/4/2012,1,1,2,14,0,6,0,2,0.32,0.303,0.66,276,1
9474,2/4/2012,1,1,2,15,0,6,0,2,0.32,0.303,0.66,305,1
9475,2/4/2012,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,143,1
9476,2/4/2012,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,67,1
9477,2/4/2012,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,64,1
9478,2/4/2012,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,80,1
9479,2/4/2012,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,77,0
9480,2/4/2012,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,78,0
9481,2/4/2012,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,95,0
9482,2/4/2012,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,70,0
9483,2/5/2012,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,61,0
9484,2/5/2012,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,51,0
9485,2/5/2012,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,63,0
9486,2/5/2012,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,17,0
9487,2/5/2012,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,9,0
9488,2/5/2012,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,4,0
9489,2/5/2012,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,4,0
9490,2/5/2012,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,16,0
9491,2/5/2012,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,62,0
9492,2/5/2012,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,92,0
9493,2/5/2012,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,148,1
9494,2/5/2012,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,182,1
9495,2/5/2012,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,248,1
9496,2/5/2012,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,274,1
9497,2/5/2012,1,1,2,14,0,0,0,1,0.3,0.303,0.61,243,1
9498,2/5/2012,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,272,1
